unique_id,for_born,region,fb_num,text,group
WI_Milwaukee Co._A6,0 -,MW,0,,
WI_Milwaukee Co._A7,0 -,MW,0,,
WI_Milwaukee Co._A8,0,MW,0,,
WI_Milwaukee Co._B1,Very few,MW,3.5,Very few,
WI_Milwaukee Co._B10,Mixed nationalities 3,MW,3,Mixed nationalities,Mixed nationalities
WI_Milwaukee Co._B11,"Few, if any",MW,5.0344827586206895,Few if any,if any
WI_Milwaukee Co._B12,2 Mixed,MW,2,Mixed,Mixed
WI_Milwaukee Co._B13,"- Few, if any",MW,5.0344827586206895,Few if any,if any
WI_Milwaukee Co._B14,5 Mixed nationalities,MW,5,Mixed nationalities,Mixed nationalities
WI_Milwaukee Co._B15,None 0,MW,0,None,
WI_Milwaukee Co._B16,"10 Polish, German",MW,10,Polish German,Polish German
WI_Milwaukee Co._B17,"Few, Germans -",MW,5.0344827586206895,Few Germans,Germans
WI_Milwaukee Co._B18,"10 German, Irish",MW,10,German Irish,German Irish
WI_Milwaukee Co._B19,None,MW,0,None,
WI_Milwaukee Co._B2,Very few,MW,3.5,Very few,
WI_Milwaukee Co._B20,Very few,MW,3.5,Very few,
WI_Milwaukee Co._B3,"Very few, if any",MW,3.5,Very few if any,if any
WI_Milwaukee Co._B4,"Few, Germans predominating",MW,5.0344827586206895,Few Germans predominating,Germans predominating
WI_Milwaukee Co._B5,"Few, if any",MW,5.0344827586206895,Few if any,if any
WI_Milwaukee Co._B6,"50 Polish, German, Austrian",MW,50,Polish German Austrian,Polish Germaustrian
WI_Milwaukee Co._B7,"Few, Germans predominating",MW,5.0344827586206895,Few Germans predominating,Germans predominating
WI_Milwaukee Co._B8,"5 Mixed, German -",MW,5,Mixed German,Mixed German
WI_Milwaukee Co._B9,"10 Mixed, German",MW,10,Mixed German,Mixed German
WI_Milwaukee Co._C1,10 German,MW,10,German,German
WI_Milwaukee Co._C10,"German, Russian 10",MW,10,German Russian,German Russian
WI_Milwaukee Co._C11,"10 Germans, Slavs",MW,10,Germans Slavs,Germans Slavs
WI_Milwaukee Co._C12,- -,MW,0,,
WI_Milwaukee Co._C13,German 100,MW,100,German,German
WI_Milwaukee Co._C14,25 German,MW,25,German,German
WI_Milwaukee Co._C15,"5 Germans, Slavs",MW,5,Germans Slavs,Germans Slavs
WI_Milwaukee Co._C16,German 10,MW,10,German,German
WI_Milwaukee Co._C17,"few, mixed nationalities -",MW,5.0344827586206895,few mixed nationalities,mixed nationalities
WI_Milwaukee Co._C18,10 German,MW,10,German,German
WI_Milwaukee Co._C19,German 10,MW,10,German,German
WI_Milwaukee Co._C2,20 German,MW,20,German,German
WI_Milwaukee Co._C20,"20 Jugo, and S.E. Europeans, Germans, Austrians.",MW,20,Jugo and S E Europeans Germans Austrians,Jugo  S E Europeans Germans Austrians
WI_Milwaukee Co._C21,German 3,MW,3,German,German
WI_Milwaukee Co._C22,5 Various mixed nationalities,MW,5,Various mixed nationalities,Various mixed nationalities
WI_Milwaukee Co._C23,5 Various mixed nationalities,MW,5,Various mixed nationalities,Various mixed nationalities
WI_Milwaukee Co._C24,Various mixed nationalities 10,MW,10,Various mixed nationalities,Various mixed nationalities
WI_Milwaukee Co._C25,25 Italians -- Poles -- others southern Europeans,MW,25,Italians Poles others southern Europeans,Italians Poles others southern Europeans
WI_Milwaukee Co._C26,10 Slovanians -- Poles,MW,10,Slovanians Poles,Slovanians Poles
WI_Milwaukee Co._C27,"15 Polish, Germans, Scandinavians",MW,15,Polish Germans Scandinavians,Polish Germans Scinavians
WI_Milwaukee Co._C28,"Few, if any",MW,5.0344827586206895,Few if any,if any
WI_Milwaukee Co._C29,"30 Polish, German",MW,30,Polish German,Polish German
WI_Milwaukee Co._C3,10 German,MW,10,German,German
WI_Milwaukee Co._C30,40 Poles and Germans,MW,40,Poles and Germans,Poles  Germans
WI_Milwaukee Co._C31,5 German - Poles,MW,5,German Poles,German Poles
WI_Milwaukee Co._C32,5 Germans - Poles,MW,5,Germans Poles,Germans Poles
WI_Milwaukee Co._C33,German - Poles 5,MW,5,German Poles,German Poles
WI_Milwaukee Co._C34,Mixed nationalities Few,MW,5.0344827586206895,Mixed nationalities Few,Mixed nationalities
WI_Milwaukee Co._C35,"Poles, Slavs, Austrians 65",MW,65,Poles Slavs Austrians,Poles Slavs Austrians
WI_Milwaukee Co._C36,"- Few, if any. Mixed",MW,5.0344827586206895,Few if any Mixed,if any Mixed
WI_Milwaukee Co._C37,Armenians 20,MW,20,Armenians,Armenians
WI_Milwaukee Co._C38,25 Armenians & Poles,MW,25,Armenians Poles,Armenians Poles
WI_Milwaukee Co._C4,5 German,MW,5,German,German
WI_Milwaukee Co._C5,"Few, mixed",MW,5.0344827586206895,Few mixed,mixed
WI_Milwaukee Co._C6,"5 German, Polish",MW,5,German Polish,German Polish
WI_Milwaukee Co._C7,"German, Polish, Russian 15",MW,15,German Polish Russian,German Polish Russian
WI_Milwaukee Co._C8,"20 German, Polish, Russian",MW,20,German Polish Russian,German Polish Russian
WI_Milwaukee Co._C9,5 German,MW,5,German,German
WI_Milwaukee Co._D1,"Russians, Germans 65",MW,65,Russians Germans,Russians Germans
WI_Milwaukee Co._D10,"50 Poles, Slavs, etc.",MW,50,Poles Slavs etc,Poles Slavs etc
WI_Milwaukee Co._D11,40 Polish,MW,40,Polish,Polish
WI_Milwaukee Co._D12,35 Polish and mixed in southeast central,MW,35,Polish and mixed in southeast central,Polish  mixed in southeast central
WI_Milwaukee Co._D13,German & Polish 15,MW,15,German Polish,German Polish
WI_Milwaukee Co._D14,"Italians, Germans, Polish 25",MW,25,Italians Germans Polish,Italians Germans Polish
WI_Milwaukee Co._D15,Few,MW,5.0344827586206895,Few,
WI_Milwaukee Co._D16,Armenians 25,MW,25,Armenians,Armenians
WI_Milwaukee Co._D17,Mexicans & Americans 50,MW,50,Mexicans Americans,Mexicans Americans
WI_Milwaukee Co._D18,0,MW,0,,
WI_Milwaukee Co._D19,Few,MW,5.0344827586206895,Few,
WI_Milwaukee Co._D2,Polish & Bohemian 40,MW,40,Polish Bohemian,Polish Bohemian
WI_Milwaukee Co._D3,"80 Polish, Russian, German",MW,80,Polish Russian German,Polish Russian German
WI_Milwaukee Co._D4,"20 Italians, Polish and Germans",MW,20,Italians Polish and Germans,Italians Polish  Germans
WI_Milwaukee Co._D5,Russian Jews 25,MW,25,Russian Jews,Russian Jews
WI_Milwaukee Co._D6,"Germans, Yugoslavians 5",MW,5,Germans Yugoslavians,Germans Yugoslavians
WI_Milwaukee Co._D7,Mixture - Germans & Yugoslavians 50,MW,50,Mixture Germans Yugoslavians,Mixture Germans Yugoslavians
WI_Milwaukee Co._D7A,50 Mixture - Germans & Yugoslavians,MW,50,Mixture Germans Yugoslavians,Mixture Germans Yugoslavians
WI_Milwaukee Co._D8,10 Germans,MW,10,Germans,Germans
WI_Milwaukee Co._D9,"Slavs - Poles, etc. 25",MW,25,Slavs Poles etc,Slavs Poles etc
WI_Milwaukee Co._S-A1,,MW,0,,
WI_Milwaukee Co._S-A2,,MW,0,,
WI_Milwaukee Co._S-B1,,MW,0,,
WI_Milwaukee Co._S-B2,,MW,0,,
WI_Milwaukee Co._S-B3,,MW,0,,
WI_Milwaukee Co._S-B4,,MW,0,,
WI_Milwaukee Co._S-B5,,MW,0,,
WI_Milwaukee Co._S-B6,,MW,0,,
WI_Milwaukee Co._S-B7,,MW,0,,
WI_Milwaukee Co._S-B8,,MW,0,,
WI_Milwaukee Co._S-B9,,MW,0,,
WI_Milwaukee Co._S-C1,,MW,0,,
WI_Milwaukee Co._S-C10,,MW,0,,
WI_Milwaukee Co._S-C11,,MW,0,,
WI_Milwaukee Co._S-C2,,MW,0,,
WI_Milwaukee Co._S-C3,,MW,0,,
WI_Milwaukee Co._S-C4,,MW,0,,
WI_Milwaukee Co._S-C5,,MW,0,,
WI_Milwaukee Co._S-C6,,MW,0,,
WI_Milwaukee Co._S-C7,,MW,0,,
WI_Milwaukee Co._S-C8,,MW,0,,
WI_Milwaukee Co._S-C9,,MW,0,,
WI_Milwaukee Co._S-D1,,MW,0,,
WI_Milwaukee Co._S-D2,,MW,0,,
WI_Milwaukee Co._S-D3,70 Polish & Italians,MW,70,Polish Italians,Polish Italians
WI_Milwaukee Co._S-D4,,MW,0,,
WI_Oshkosh_B1,-,MW,0,,
WI_Oshkosh_B2,- None,MW,0,None,
WI_Oshkosh_B3,- None,MW,0,None,
WI_Oshkosh_B4,-,MW,0,,
WI_Oshkosh_C1,-,MW,0,,
WI_Oshkosh_C2,-,MW,0,,
WI_Oshkosh_C3,-,MW,0,,
WI_Oshkosh_C4,-,MW,0,,
WI_Oshkosh_C5,-,MW,0,,
WI_Oshkosh_C6,-,MW,0,,
WI_Oshkosh_C7,-,MW,0,,
WI_Oshkosh_C8,-,MW,0,,
WI_Oshkosh_D1,-,MW,0,,
WI_Oshkosh_D10,-,MW,0,,
WI_Oshkosh_D11,-,MW,0,,
WI_Oshkosh_D12,-,MW,0,,
WI_Oshkosh_D2,-,MW,0,,
WI_Oshkosh_D3,60 Russian,MW,60,Russian,Russian
WI_Oshkosh_D4,-,MW,0,,
WI_Oshkosh_D5,-,MW,0,,
WI_Oshkosh_D6,-,MW,0,,
WI_Oshkosh_D7,-,MW,0,,
WI_Oshkosh_D8,-,MW,0,,
WI_Oshkosh_D9,-,MW,0,,
WI_Racine_A1,- -,MW,0,,
WI_Racine_B10,- -,MW,0,,
WI_Racine_B2,10 Scandinavian & German,MW,10,Scandinavian German,Scinavian German
WI_Racine_B3,Danish 25,MW,25,Danish,Danish
WI_Racine_B4,- -,MW,0,,
WI_Racine_B5,10 Danish,MW,10,Danish,Danish
WI_Racine_B6,Danish 10,MW,10,Danish,Danish
WI_Racine_B8,- -,MW,0,,
WI_Racine_B9,- -,MW,0,,
WI_Racine_C1,- -,MW,0,,
WI_Racine_C10,- Very few,MW,3.5,Very few,
WI_Racine_C11,Poles 25,MW,25,Poles,Poles
WI_Racine_C12,-,MW,0,,
WI_Racine_C13,"- Few, Danes",MW,5.0344827586206895,Few Danes,Danes
WI_Racine_C14,-,MW,0,,
WI_Racine_C15,Polish 35,MW,35,Polish,Polish
WI_Racine_C2,20 German,MW,20,German,German
WI_Racine_C3,- -,MW,0,,
WI_Racine_C4,"Very few, if any -",MW,3.5,Very few if any,if any
WI_Racine_C5,- -,MW,0,,
WI_Racine_C6,10 Danish,MW,10,Danish,Danish
WI_Racine_C7,American-born Danes -,MW,NA,American born Danes,American born Danes
WI_Racine_C8,5 Danish,MW,5,Danish,Danish
WI_Racine_C9,-,MW,0,,
WI_Racine_D1,Italians 85,MW,85,Italians,Italians
WI_Racine_D10,Mixed 20,MW,20,Mixed,Mixed
WI_Racine_D2,Armenians 30,MW,30,Armenians,Armenians
WI_Racine_D3,30 Italians,MW,30,Italians,Italians
WI_Racine_D4,"Polish, Armenians 60",MW,60,Polish Armenians,Polish Armenians
WI_Racine_D5,Polish 25,MW,25,Polish,Polish
WI_Racine_D6,10 Mixed,MW,10,Mixed,Mixed
WI_Racine_D7,"70 Polish, Lithuanians",MW,70,Polish Lithuanians,Polish Lithuanians
WI_Racine_D8,"Poles, Italians, Danes 30",MW,30,Poles Italians Danes,Poles Italians Danes
WI_Racine_D9,12 Mixed,MW,12,Mixed,Mixed
WV_Charleston_A1,0,S,0,,
WV_Charleston_A1-South,0,S,0,,
WV_Charleston_A2,0,S,0,,
WV_Charleston_A3,0,S,0,,
WV_Charleston_A4,0,S,0,,
WV_Charleston_B1,0,S,0,,
WV_Charleston_B10,,S,0,,
WV_Charleston_B11,10 Belgians,S,10,Belgians,Belgians
WV_Charleston_B2,0,S,0,,
WV_Charleston_B3,0,S,0,,
WV_Charleston_B4,0,S,0,,
WV_Charleston_B5,0,S,0,,
WV_Charleston_B6,0,S,0,,
WV_Charleston_B7,0,S,0,,
WV_Charleston_B8,0,S,0,,
WV_Charleston_B9,0,S,0,,
WV_Charleston_C1,5,S,5,,
WV_Charleston_C1-South,5 Belgians,S,5,Belgians,Belgians
WV_Charleston_C10,5,S,5,,
WV_Charleston_C11,Belgians 10,S,10,Belgians,Belgians
WV_Charleston_C12,0,S,0,,
WV_Charleston_C13,0,S,0,,
WV_Charleston_C2,5,S,5,,
WV_Charleston_C3,10,S,10,,
WV_Charleston_C4,5,S,5,,
WV_Charleston_C5,5,S,5,,
WV_Charleston_C6,0,S,0,,
WV_Charleston_C7,10,S,10,,
WV_Charleston_C8,0,S,0,,
WV_Charleston_C9,,S,0,,
WV_Charleston_D1,0,S,0,,
WV_Charleston_D10,0,S,0,,
WV_Charleston_D11,0,S,0,,
WV_Charleston_D12,0,S,0,,
WV_Charleston_D13,0,S,0,,
WV_Charleston_D2,-,S,0,,
WV_Charleston_D3,3 Italians & Syrians,S,3,Italians Syrians,Italians Syrians
WV_Charleston_D4,10 Mixed,S,10,Mixed,Mixed
WV_Charleston_D5,Mixed 5,S,5,Mixed,Mixed
WV_Charleston_D6,10 Mixed,S,10,Mixed,Mixed
WV_Charleston_D7,Mixed 10,S,10,Mixed,Mixed
WV_Charleston_D8,4 Mixed,S,4,Mixed,Mixed
WV_Charleston_D9,0,S,0,,
WV_Huntington_A1,0,S,0,,
WV_Huntington_A2,0,S,0,,
WV_Huntington_A3,0,S,0,,
WV_Huntington_A4,0,S,0,,
WV_Huntington_A5,0,S,0,,
WV_Huntington_A6,0,S,0,,
WV_Huntington_A7,0,S,0,,
WV_Huntington_A8,0,S,0,,
WV_Huntington_B1,0,S,0,,
WV_Huntington_B10,0,S,0,,
WV_Huntington_B2,0,S,0,,
WV_Huntington_B3,1/4,S,0.25,,
WV_Huntington_B4,,S,0,,
WV_Huntington_B5,0,S,0,,
WV_Huntington_B6,0,S,0,,
WV_Huntington_B7,0,S,0,,
WV_Huntington_B8,0,S,0,,
WV_Huntington_B9,0,S,0,,
WV_Huntington_C1,0,S,0,,
WV_Huntington_C10,0,S,0,,
WV_Huntington_C11,2,S,2,,
WV_Huntington_C12,0,S,0,,
WV_Huntington_C13,0,S,0,,
WV_Huntington_C14,,S,0,,
WV_Huntington_C15,0,S,0,,
WV_Huntington_C16,,S,0,,
WV_Huntington_C2,0,S,0,,
WV_Huntington_C3,0,S,0,,
WV_Huntington_C4,0,S,0,,
WV_Huntington_C5,0,S,0,,
WV_Huntington_C6,0,S,0,,
WV_Huntington_C7,0,S,0,,
WV_Huntington_C8,0,S,0,,
WV_Huntington_C9,0,S,0,,
WV_Huntington_D1,10,S,10,,
WV_Huntington_D2,5,S,5,,
WV_Huntington_D3,0,S,0,,
WV_Huntington_D4,0,S,0,,
WV_Wheeling_A1,None,MW,0,None,
WV_Wheeling_A2,None,MW,0,None,
WV_Wheeling_A3,None,MW,0,None,
WV_Wheeling_B1,None,MW,0,None,
WV_Wheeling_B2,None,MW,0,None,
WV_Wheeling_B3,None,MW,0,None,
WV_Wheeling_B4,Mixed nationally 5%,MW,5,Mixed nationally,Mixed nationally
WV_Wheeling_C1,Italian 5%,MW,5,Italian,Italian
WV_Wheeling_C2,5% Italian,MW,5,Italian,Italian
WV_Wheeling_C3,None,MW,0,None,
WV_Wheeling_C4,,MW,0,,
WV_Wheeling_C5,Assyrians 10%,MW,10,Assyrians,Assyrians
WV_Wheeling_C6,None,MW,0,None,
WV_Wheeling_C7,German 2%,MW,2,German,German
WV_Wheeling_C8,20% Hungarians,MW,20,Hungarians,Hungarians
WV_Wheeling_C9,20% Polish - Bohemian,MW,20,Polish Bohemian,Polish Bohemian
WV_Wheeling_D1,45% Slavish - Italian,MW,45,Slavish Italian,Slavish Italian
WV_Wheeling_D2,25% Mixed,MW,25,Mixed,Mixed
WV_Wheeling_D3,40% German - Hungarian,MW,40,German Hungarian,German Hungarian
WV_Wheeling_D4,Mixed 10%,MW,10,Mixed,Mixed
WV_Wheeling_D5,None,MW,0,None,
WV_Wheeling_D6,Mixture 20%,MW,20,Mixture,Mixture
WV_Wheeling_D7,Hungarian - Polish 40%,MW,40,Hungarian Polish,Hungarian Polish
WV_Wheeling_D8,Hungarian - Polish 70%,MW,70,Hungarian Polish,Hungarian Polish
CA_Los Angeles_A1,0 --,W,0,,
CA_Los Angeles_A10,Few None subversive,W,0.024390243902439025,Few None subversive,None subversive
CA_Los Angeles_A11,0 --,W,0,,
CA_Los Angeles_A12,0 --,W,0,,
CA_Los Angeles_A13,-- 0,W,0,,
CA_Los Angeles_A14,0 N/A,W,0,N A,
CA_Los Angeles_A15,N/A 0,W,0,N A,
CA_Los Angeles_A16,0 N/A,W,0,N A,
CA_Los Angeles_A17,N/A 0,W,0,N A,
CA_Los Angeles_A18,0 N/A,W,0,N A,
CA_Los Angeles_A19,N/A 0,W,0,N A,
CA_Los Angeles_A2,-- None,W,0,None,
CA_Los Angeles_A20,N/A 0,W,0,N A,
CA_Los Angeles_A21,N/A 0,W,0,N A,
CA_Los Angeles_A23,0 --,W,0,,
CA_Los Angeles_A24,0 N/A,W,0,N A,
CA_Los Angeles_A25,0 --,W,0,,
CA_Los Angeles_A26,0 -,W,0,,
CA_Los Angeles_A27,- 0,W,0,,
CA_Los Angeles_A28,0 -,W,0,,
CA_Los Angeles_A29,- 0,W,0,,
CA_Los Angeles_A3,-- 0,W,0,,
CA_Los Angeles_A30,- 0,W,0,,
CA_Los Angeles_A31,- 0,W,0,,
CA_Los Angeles_A32,0 -,W,0,,
CA_Los Angeles_A33,- 0,W,0,,
CA_Los Angeles_A34,Few None subervise,W,0.024390243902439025,Few None subervise,None subervise
CA_Los Angeles_A35,- 0,W,0,,
CA_Los Angeles_A36,- 0,W,0,,
CA_Los Angeles_A37,- 0,W,0,,
CA_Los Angeles_A38,- 0,W,0,,
CA_Los Angeles_A39,0 -,W,0,,
CA_Los Angeles_A4,0 --,W,0,,
CA_Los Angeles_A40,0 -,W,0,,
CA_Los Angeles_A41,0 -,W,0,,
CA_Los Angeles_A42,0 -,W,0,,
CA_Los Angeles_A43,- 0,W,0,,
CA_Los Angeles_A46,0 -,W,0,,
CA_Los Angeles_A47,- 0,W,0,,
CA_Los Angeles_A48,- 0,W,0,,
CA_Los Angeles_A49,- 0,W,0,,
CA_Los Angeles_A5,-- 0,W,0,,
CA_Los Angeles_A50,0 -,W,0,,
CA_Los Angeles_A51,0 -,W,0,,
CA_Los Angeles_A52,- 0,W,0,,
CA_Los Angeles_A53,- 0,W,0,,
CA_Los Angeles_A54,0 -,W,0,,
CA_Los Angeles_A55,0 -,W,0,,
CA_Los Angeles_A56,0 -,W,0,,
CA_Los Angeles_A58,0 -,W,0,,
CA_Los Angeles_A59,0 -,W,0,,
CA_Los Angeles_A6,-- 0,W,0,,
CA_Los Angeles_A60,0 -,W,0,,
CA_Los Angeles_A7,0 --,W,0,,
CA_Los Angeles_A8,0 --,W,0,,
CA_Los Angeles_A9,None subversive Few,W,0.024390243902439025,None subversive Few,None subversive
CA_Los Angeles_B1,None subversive Few,W,0.024390243902439025,None subversive Few,None subversive
CA_Los Angeles_B10,Few None subversive,W,0.024390243902439025,Few None subversive,None subversive
CA_Los Angeles_B100,None subversive Few,W,0.024390243902439025,None subversive Few,None subversive
CA_Los Angeles_B101,Few None suversive,W,0,Few None suversive,None suversive
CA_Los Angeles_B102,Few None believed subversive,W,0,Few None believed subversive,None believed subversive
CA_Los Angeles_B103,None subversive Few,W,0.024390243902439025,None subversive Few,None subversive
CA_Los Angeles_B104,None sunversive (see below) Few,W,0,None sunversive see below Few,None sunversive
CA_Los Angeles_B105,None subversive  Few,W,0.024390243902439025,None subversive Few,None subversive
CA_Los Angeles_B106,Few None subversive,W,0.024390243902439025,Few None subversive,None subversive
CA_Los Angeles_B107,Few None subversive,W,0.024390243902439025,Few None subversive,None subversive
CA_Los Angeles_B108,0 -,W,0,,
CA_Los Angeles_B109,0 -,W,0,,
CA_Los Angeles_B11,- 0,W,0,,
CA_Los Angeles_B110,Few None subversive,W,0.024390243902439025,Few None subversive,None subversive
CA_Los Angeles_B111,Few None subversive,W,0.024390243902439025,Few None subversive,None subversive
CA_Los Angeles_B112,None subversive Few,W,0.024390243902439025,None subversive Few,None subversive
CA_Los Angeles_B113,None subversive Few,W,0.024390243902439025,None subversive Few,None subversive
CA_Los Angeles_B114,- 0,W,0,,
CA_Los Angeles_B115,Few None subversive,W,0.024390243902439025,Few None subversive,None subversive
CA_Los Angeles_B116,- 0,W,0,,
CA_Los Angeles_B117,Few None subversive,W,0.024390243902439025,Few None subversive,None subversive
CA_Los Angeles_B118,None subversive Few,W,0.024390243902439025,None subversive Few,None subversive
CA_Los Angeles_B119,None subversive Few,W,0.024390243902439025,None subversive Few,None subversive
CA_Los Angeles_B12,Few None subversive,W,0.024390243902439025,Few None subversive,None subversive
CA_Los Angeles_B120,None subversive Few,W,0.024390243902439025,None subversive Few,None subversive
CA_Los Angeles_B121,- 0,W,0,,
CA_Los Angeles_B122,0 -,W,0,,
CA_Los Angeles_B13,0 -,W,0,,
CA_Los Angeles_B14,0 -,W,0,,
CA_Los Angeles_B15,- 0,W,0,,
CA_Los Angeles_B16,0 -,W,0,,
CA_Los Angeles_B17,- 0,W,0,,
CA_Los Angeles_B18,- 0,W,0,,
CA_Los Angeles_B19,- 0,W,0,,
CA_Los Angeles_B2,None subversive Few,W,0.024390243902439025,None subversive Few,None subversive
CA_Los Angeles_B20,- 0,W,0,,
CA_Los Angeles_B21,None subversive Few,W,0.024390243902439025,None subversive Few,None subversive
CA_Los Angeles_B22,- 0,W,0,,
CA_Los Angeles_B24,Few None subversive,W,0.024390243902439025,Few None subversive,None subversive
CA_Los Angeles_B25,None subversive Few,W,0.024390243902439025,None subversive Few,None subversive
CA_Los Angeles_B26,0 -,W,0,,
CA_Los Angeles_B27,0 -,W,0,,
CA_Los Angeles_B28,Few None subversive,W,0.024390243902439025,Few None subversive,None subversive
CA_Los Angeles_B29,Few Few None subversive None subversive,W,0.024390243902439025,Few Few None subversive None subversive,None subversive None subversive
CA_Los Angeles_B3,None subversive Few,W,0.024390243902439025,None subversive Few,None subversive
CA_Los Angeles_B30,None subversive Few,W,0.024390243902439025,None subversive Few,None subversive
CA_Los Angeles_B31,None subversive Few,W,0.024390243902439025,None subversive Few,None subversive
CA_Los Angeles_B32,Few None Subversive,W,0.024390243902439025,Few None Subversive,None Subversive
CA_Los Angeles_B33,Few None subversive,W,0.024390243902439025,Few None subversive,None subversive
CA_Los Angeles_B34,Few None subversive,W,0.024390243902439025,Few None subversive,None subversive
CA_Los Angeles_B35,N/A 0 - N\/A,W,0,N A N A,
CA_Los Angeles_B36,None subversive 0,W,0,None subversive,None subversive
CA_Los Angeles_B37,- - 0 0,W,0,,
CA_Los Angeles_B38,None subversive Few,W,0.024390243902439025,None subversive Few,None subversive
CA_Los Angeles_B39,- 0,W,0,,
CA_Los Angeles_B4,0 -,W,0,,
CA_Los Angeles_B40,Few None subversive,W,0.024390243902439025,Few None subversive,None subversive
CA_Los Angeles_B41,None subversive Few,W,0.024390243902439025,None subversive Few,None subversive
CA_Los Angeles_B42,- 0,W,0,,
CA_Los Angeles_B43,None subversive Few,W,0.024390243902439025,None subversive Few,None subversive
CA_Los Angeles_B44,0 -,W,0,,
CA_Los Angeles_B45,None subversive Few,W,0.024390243902439025,None subversive Few,None subversive
CA_Los Angeles_B46,0 -,W,0,,
CA_Los Angeles_B47,0 -,W,0,,
CA_Los Angeles_B48,0 -,W,0,,
CA_Los Angeles_B49,0 -,W,0,,
CA_Los Angeles_B5,- 0,W,0,,
CA_Los Angeles_B50,- 0,W,0,,
CA_Los Angeles_B51,0 -,W,0,,
CA_Los Angeles_B52,0 -,W,0,,
CA_Los Angeles_B53,- 0,W,0,,
CA_Los Angeles_B54,0 -,W,0,,
CA_Los Angeles_B55,Few Italians (not subversive),W,0.024390243902439025,Few Italians not subversive,Italians  subversive
CA_Los Angeles_B57,N/A N\/A,W,0,N A N A,
CA_Los Angeles_B58,- 0,W,0,,
CA_Los Angeles_B59,0 None subversive,W,0,None subversive,None subversive
CA_Los Angeles_B6,- 0,W,0,,
CA_Los Angeles_B60,0 -,W,0,,
CA_Los Angeles_B61,- 0,W,0,,
CA_Los Angeles_B62,0 -,W,0,,
CA_Los Angeles_B63,- 0,W,0,,
CA_Los Angeles_B64,- 0,W,0,,
CA_Los Angeles_B65,0 -,W,0,,
CA_Los Angeles_B66,- 0,W,0,,
CA_Los Angeles_B67,None subversive Few,W,0.024390243902439025,None subversive Few,None subversive
CA_Los Angeles_B68,- 0,W,0,,
CA_Los Angeles_B69,0 -,W,0,,
CA_Los Angeles_B7,- 0,W,0,,
CA_Los Angeles_B70,- 0,W,0,,
CA_Los Angeles_B71,0 --,W,0,,
CA_Los Angeles_B72,- 0,W,0,,
CA_Los Angeles_B73,0 --,W,0,,
CA_Los Angeles_B74,- 0,W,0,,
CA_Los Angeles_B75,0 -,W,0,,
CA_Los Angeles_B76,- 0,W,0,,
CA_Los Angeles_B77,Few None subversive,W,0.024390243902439025,Few None subversive,None subversive
CA_Los Angeles_B78,None subversive (May be few Mexican families near R. R. tracks) Few,W,0.024390243902439025,None subversive May be few Mexican families near R R tracks Few,None subversive May be  Mexican  near R R tracks
CA_Los Angeles_B79,0 -,W,0,,
CA_Los Angeles_B8,0 -,W,0,,
CA_Los Angeles_B80,- 0,W,0,,
CA_Los Angeles_B81,- 0,W,0,,
CA_Los Angeles_B82,- 0,W,0,,
CA_Los Angeles_B83,0 -,W,0,,
CA_Los Angeles_B84,- 0,W,0,,
CA_Los Angeles_B85,0 -,W,0,,
CA_Los Angeles_B86,0 -,W,0,,
CA_Los Angeles_B87,- 0,W,0,,
CA_Los Angeles_B88,- 0,W,0,,
CA_Los Angeles_B89,Few None subversive,W,0.024390243902439025,Few None subversive,None subversive
CA_Los Angeles_B9,Few None subversive,W,0.024390243902439025,Few None subversive,None subversive
CA_Los Angeles_B90,- 0,W,0,,
CA_Los Angeles_B91,0 -,W,0,,
CA_Los Angeles_B92,0 -,W,0,,
CA_Los Angeles_B93,- 0,W,0,,
CA_Los Angeles_B94,0 -,W,0,,
CA_Los Angeles_B95,0 None subversive,W,0,None subversive,None subversive
CA_Los Angeles_B96,0 -,W,0,,
CA_Los Angeles_B97,Few Foreign born jews,W,0.024390243902439025,Few Foreign born jews,Foreign born jews
CA_Los Angeles_B98,Few None subversive,W,0.024390243902439025,Few None subversive,None subversive
CA_Los Angeles_B99,Few None subversive,W,0.024390243902439025,Few None subversive,None subversive
CA_Los Angeles_C1,None subersive Few,W,0.024390243902439025,None subersive Few,None subersive
CA_Los Angeles_C10,Mexicans 5,W,5,Mexicans,Mexicans
CA_Los Angeles_C100,0 -- See below,W,0,See below,
CA_Los Angeles_C101,0 --,W,0,,
CA_Los Angeles_C102,Italians and Mexicans 5,W,5,Italians and Mexicans,Italians  Mexicans
CA_Los Angeles_C103,None subversive Few,W,0.024390243902439025,None subversive Few,None subversive
CA_Los Angeles_C104,-- 0,W,0,,
CA_Los Angeles_C105,0 --,W,0,,
CA_Los Angeles_C106,-- 0,W,0,,
CA_Los Angeles_C107,Few May be few Japs and Mexicans on border of area.,W,0.024390243902439025,Few May be few Japs and Mexicans on border of area,May be  Japs  Mexicans on border of area
CA_Los Angeles_C108,-- 0,W,0,,
CA_Los Angeles_C109,0 N/A,W,0,N A,
CA_Los Angeles_C11,Few Scattered Mexican families,W,0.024390243902439025,Few Scattered Mexican families,Mexican
CA_Los Angeles_C110,5 Italians - not considered subersive,W,5,Italians not considered subersive,Italians  considered subersive
CA_Los Angeles_C111,Few None subversive,W,0.024390243902439025,Few None subversive,None subversive
CA_Los Angeles_C112,Few Mexicans - No concentration,W,0,Few Mexicans No concentration,Mexicans No
